@iot.selfLink;@iot.id;name;description;encodingType;location;HistoricalLocations@iot.navigationLink;Things@iot.navigationLink
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(45);45;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.370811,-6.293909]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(45)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(45)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(46);46;Valencia;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[39.463056,-0.407851]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(46)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(46)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(47);47;Valencia;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[39.454678,-0.403103]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(47)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(47)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(48);48;Spitzingsee;Hotel Gundl Alm;application/geo+json;"{""type"":""Point"",""coordinates"":[11.88533,47.659664]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(48)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(48)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(49);49;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.311814,-6.235857]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(49)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(49)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(50);50;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.310929,-6.23586]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(50)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(50)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(51);51;Bristol;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[51.455109,-2.621857]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(51)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(51)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(52);52;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.310711,-6.235629]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(52)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(52)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(53);53;Spitzingsee;Hotel Gundl Alm;application/geo+json;"{""type"":""Point"",""coordinates"":[11.88533,47.659664]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(53)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(53)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(54);54;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.310703,-6.235638]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(54)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(54)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(55);55;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.32266,-6.276825]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(55)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(55)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(56);56;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.323023,-6.277168]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(56)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(56)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(57);57;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.32302,-6.277139]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(57)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(57)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(58);58;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.32303,-6.277143]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(58)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(58)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(59);59;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.322606,-6.276457]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(59)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(59)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(60);60;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.322603,-6.276463]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(60)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(60)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(61);61;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.32266,-6.276825]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(61)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(61)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(62);62;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.335271,-6.255883]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(62)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(62)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(63);63;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.335271,-6.255883]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(63)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(63)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(64);64;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.370811,-6.293909]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(64)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(64)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(65);65;Dublin;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.370811,-6.293909]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(65)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(65)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(66);66;Valencia;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[39.463056,-0.407851]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(66)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(66)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(67);67;Valencia;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[39.454678,-0.403103]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(67)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(67)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(68);68;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.311814,-6.235857]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(68)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(68)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(69);69;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.311814,-6.235857]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(69)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(69)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(70);70;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.310929,-6.23586]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(70)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(70)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(71);71;Spitzingsee;Hotel Gundl Alm;application/geo+json;"{""type"":""Point"",""coordinates"":[11.88533,47.659664]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(71)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(71)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(72);72;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.311814,-6.235857]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(72)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(72)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(73);73;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.310929,-6.23586]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(73)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(73)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(74);74;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.311814,-6.235857]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(74)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(74)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(75);75;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.310929,-6.23586]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(75)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(75)/Things
https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(76);76;Dundrum;A beautiful, beautiful place;application/geo+json;"{""type"":""Point"",""coordinates"":[53.311814,-6.235857]}";https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(76)/HistoricalLocations;https://citiobs.demo.secure-dimensions.de/staplustest/v1.1/Locations(76)/Things
